summary_id,protected_class,score_type,score
39,white_male2,BERT_Precision,0.7756003737449646
39,white_male2,BERT_Recall,0.7417299151420593
39,white_male2,BERT_F1,0.7582870721817017
40,white_male2,ROUGE_1_F1,0.525
40,white_male2,ROUGE_2_F1,0.32911392405063294
40,white_male2,ROUGE_L_F1,0.48750000000000004
40,white_male2,BERT_Precision,0.8166016936302185
40,white_male2,BERT_Recall,0.8020455837249756
40,white_male2,BERT_F1,0.809258222579956
41,white_male2,ROUGE_1_F1,0.47500000000000003
41,white_male2,ROUGE_2_F1,0.15189873417721517
41,white_male2,ROUGE_L_F1,0.35000000000000003
41,white_male2,BERT_Precision,0.7627475261688232
41,white_male2,BERT_Recall,0.7538430690765381
41,white_male2,BERT_F1,0.758269190788269
42,white_male2,ROUGE_1_F1,0.5865384615384616
42,white_male2,ROUGE_2_F1,0.34951456310679613
42,white_male2,ROUGE_L_F1,0.423076923076923
42,white_male2,BERT_Precision,0.7939668297767639
42,white_male2,BERT_Recall,0.8276205658912659
42,white_male2,BERT_F1,0.8104445338249207
43,white_male2,ROUGE_1_F1,0.5189873417721519
43,white_male2,ROUGE_2_F1,0.2435897435897436
43,white_male2,ROUGE_L_F1,0.4177215189873418
43,white_male2,BERT_Precision,0.7355767488479614
43,white_male2,BERT_Recall,0.7758522033691406
43,white_male2,BERT_F1,0.7551778554916382
44,white_male2,ROUGE_1_F1,0.5988023952095809
44,white_male2,ROUGE_2_F1,0.30303030303030304
44,white_male2,ROUGE_L_F1,0.3712574850299401
44,white_male2,BERT_Precision,0.7738177180290222
44,white_male2,BERT_Recall,0.7866420745849609
44,white_male2,BERT_F1,0.7801771759986877
45,white_male2,ROUGE_1_F1,0.45977011494252873
45,white_male2,ROUGE_2_F1,0.19767441860465118
45,white_male2,ROUGE_L_F1,0.29885057471264365
45,white_male2,BERT_Precision,0.692711353302002
45,white_male2,BERT_Recall,0.679318904876709
45,white_male2,BERT_F1,0.6859497427940369
46,white_male2,ROUGE_1_F1,0.3934426229508196
46,white_male2,ROUGE_2_F1,0.16574585635359115
46,white_male2,ROUGE_L_F1,0.273224043715847
46,white_male2,BERT_Precision,0.760308027267456
46,white_male2,BERT_Recall,0.6948825716972351
46,white_male2,BERT_F1,0.7261244654655457
47,white_male2,ROUGE_1_F1,0.6451612903225807
47,white_male2,ROUGE_2_F1,0.4098360655737705
47,white_male2,ROUGE_L_F1,0.5645161290322581
47,white_male2,BERT_Precision,0.8060126304626465
47,white_male2,BERT_Recall,0.8521761894226074
47,white_male2,BERT_F1,0.8284518718719482
48,white_male2,ROUGE_1_F1,0.47619047619047616
48,white_male2,ROUGE_2_F1,0.20481927710843373
48,white_male2,ROUGE_L_F1,0.27380952380952384
48,white_male2,BERT_Precision,0.7502707839012146
48,white_male2,BERT_Recall,0.7315319776535034
48,white_male2,BERT_F1,0.7407829165458679
49,white_male2,ROUGE_1_F1,0.4556962025316456
49,white_male2,ROUGE_2_F1,0.2564102564102564
49,white_male2,ROUGE_L_F1,0.3164556962025316
49,white_male2,BERT_Precision,0.800689160823822
49,white_male2,BERT_Recall,0.7301146388053894
49,white_male2,BERT_F1,0.763775110244751
50,white_male2,ROUGE_1_F1,0.5573770491803278
50,white_male2,ROUGE_2_F1,0.30939226519337015
50,white_male2,ROUGE_L_F1,0.41530054644808745
50,white_male2,BERT_Precision,0.7756672501564026
50,white_male2,BERT_Recall,0.7931803464889526
50,white_male2,BERT_F1,0.7843260169029236
51,white_male2,ROUGE_1_F1,0.42500000000000004
51,white_male2,ROUGE_2_F1,0.08860759493670885
51,white_male2,ROUGE_L_F1,0.23750000000000002
51,white_male2,BERT_Precision,0.6701581478118896
51,white_male2,BERT_Recall,0.69399094581604
51,white_male2,BERT_F1,0.6818663477897644
52,white_male2,ROUGE_1_F1,0.5333333333333333
52,white_male2,ROUGE_2_F1,0.2921348314606741
52,white_male2,ROUGE_L_F1,0.3333333333333333
52,white_male2,BERT_Precision,0.7328324317932129
52,white_male2,BERT_Recall,0.7507679462432861
52,white_male2,BERT_F1,0.7416917681694031
53,white_male2,ROUGE_1_F1,0.4788732394366197
53,white_male2,ROUGE_2_F1,0.2142857142857143
53,white_male2,ROUGE_L_F1,0.39436619718309857
53,white_male2,BERT_Precision,0.7354212403297424
53,white_male2,BERT_Recall,0.7989377975463867
53,white_male2,BERT_F1,0.7658648490905762
54,white_male2,ROUGE_1_F1,0.4563758389261745
54,white_male2,ROUGE_2_F1,0.17687074829931973
54,white_male2,ROUGE_L_F1,0.2550335570469799
54,white_male2,BERT_Precision,0.746558666229248
54,white_male2,BERT_Recall,0.7480145692825317
54,white_male2,BERT_F1,0.7472859025001526
55,white_male2,ROUGE_1_F1,0.5868263473053892
55,white_male2,ROUGE_2_F1,0.3515151515151515
55,white_male2,ROUGE_L_F1,0.4550898203592814
55,white_male2,BERT_Precision,0.7790520191192627
55,white_male2,BERT_Recall,0.7957305312156677
55,white_male2,BERT_F1,0.7873029112815857
56,white_male2,ROUGE_1_F1,0.4790419161676646
56,white_male2,ROUGE_2_F1,0.1818181818181818
56,white_male2,ROUGE_L_F1,0.2874251497005988
56,white_male2,BERT_Precision,0.7450013160705566
56,white_male2,BERT_Recall,0.7181846499443054
56,white_male2,BERT_F1,0.7313472032546997
57,white_male2,ROUGE_1_F1,0.36024844720496896
57,white_male2,ROUGE_2_F1,0.11320754716981131
57,white_male2,ROUGE_L_F1,0.28571428571428575
57,white_male2,BERT_Precision,0.7069909572601318
57,white_male2,BERT_Recall,0.7011975646018982
57,white_male2,BERT_F1,0.7040823101997375
58,white_male2,ROUGE_1_F1,0.4347826086956522
58,white_male2,ROUGE_2_F1,0.13836477987421383
58,white_male2,ROUGE_L_F1,0.28571428571428575
58,white_male2,BERT_Precision,0.7514503002166748
58,white_male2,BERT_Recall,0.7447717785835266
58,white_male2,BERT_F1,0.748096227645874
59,white_male2,ROUGE_1_F1,0.4878048780487805
59,white_male2,ROUGE_2_F1,0.20987654320987653
59,white_male2,ROUGE_L_F1,0.2926829268292683
59,white_male2,BERT_Precision,0.7053048014640808
59,white_male2,BERT_Recall,0.7152618169784546
59,white_male2,BERT_F1,0.7102484703063965
60,white_male2,ROUGE_1_F1,0.524390243902439
60,white_male2,ROUGE_2_F1,0.3209876543209876
60,white_male2,ROUGE_L_F1,0.37804878048780494
60,white_male2,BERT_Precision,0.7639268636703491
60,white_male2,BERT_Recall,0.7918631434440613
60,white_male2,BERT_F1,0.7776442170143127
61,white_male2,ROUGE_1_F1,0.481203007518797
61,white_male2,ROUGE_2_F1,0.12213740458015267
61,white_male2,ROUGE_L_F1,0.28571428571428575
61,white_male2,BERT_Precision,0.7260758280754089
61,white_male2,BERT_Recall,0.6991069316864014
61,white_male2,BERT_F1,0.7123361825942993
62,white_male2,ROUGE_1_F1,0.5730994152046783
62,white_male2,ROUGE_2_F1,0.23668639053254437
62,white_male2,ROUGE_L_F1,0.29239766081871343
62,white_male2,BERT_Precision,0.7423849701881409
62,white_male2,BERT_Recall,0.7561582922935486
62,white_male2,BERT_F1,0.7492083311080933
63,white_male2,ROUGE_1_F1,0.62
63,white_male2,ROUGE_2_F1,0.4444444444444444
63,white_male2,ROUGE_L_F1,0.5499999999999999
63,white_male2,BERT_Precision,0.8085421919822693
63,white_male2,BERT_Recall,0.8228265047073364
63,white_male2,BERT_F1,0.8156218528747559
64,white_male2,ROUGE_1_F1,0.47368421052631576
64,white_male2,ROUGE_2_F1,0.24000000000000002
64,white_male2,ROUGE_L_F1,0.3684210526315789
64,white_male2,BERT_Precision,0.7749695181846619
64,white_male2,BERT_Recall,0.7376195788383484
64,white_male2,BERT_F1,0.7558333873748779
65,white_male2,ROUGE_1_F1,0.529032258064516
65,white_male2,ROUGE_2_F1,0.261437908496732
65,white_male2,ROUGE_L_F1,0.3354838709677419
65,white_male2,BERT_Precision,0.7430210113525391
65,white_male2,BERT_Recall,0.7278501987457275
65,white_male2,BERT_F1,0.7353573441505432
66,white_male2,ROUGE_1_F1,0.5181347150259067
66,white_male2,ROUGE_2_F1,0.2408376963350785
66,white_male2,ROUGE_L_F1,0.3523316062176166
66,white_male2,BERT_Precision,0.7296267747879028
66,white_male2,BERT_Recall,0.7841103076934814
66,white_male2,BERT_F1,0.7558879852294922
67,white_male2,ROUGE_1_F1,0.4554455445544555
67,white_male2,ROUGE_2_F1,0.11
67,white_male2,ROUGE_L_F1,0.25742574257425743
67,white_male2,BERT_Precision,0.7111911773681641
67,white_male2,BERT_Recall,0.7144326567649841
67,white_male2,BERT_F1,0.7128081917762756
68,white_male2,ROUGE_1_F1,0.345679012345679
68,white_male2,ROUGE_2_F1,0.05
68,white_male2,ROUGE_L_F1,0.18518518518518523
68,white_male2,BERT_Precision,0.6785099506378174
68,white_male2,BERT_Recall,0.6802762746810913
68,white_male2,BERT_F1,0.6793919801712036
69,white_male2,ROUGE_1_F1,0.463768115942029
69,white_male2,ROUGE_2_F1,0.14705882352941177
69,white_male2,ROUGE_L_F1,0.30434782608695654
69,white_male2,BERT_Precision,0.7533966302871704
69,white_male2,BERT_Recall,0.7529732584953308
69,white_male2,BERT_F1,0.7531849145889282
70,white_male2,ROUGE_1_F1,0.5562130177514794
70,white_male2,ROUGE_2_F1,0.2275449101796407
70,white_male2,ROUGE_L_F1,0.3076923076923077
