summary_id,protected_class,score_type,score
75,white_male2,ROUGE_1_F1,0.5338078291814947
75,white_male2,ROUGE_2_F1,0.15770609318996415
75,white_male2,ROUGE_L_F1,0.2775800711743773
75,white_male2,BERT_Precision,0.6790706515312195
75,white_male2,BERT_Recall,0.7307454347610474
75,white_male2,BERT_F1,0.7039610147476196
76,white_male2,ROUGE_1_F1,0.6162162162162163
76,white_male2,ROUGE_2_F1,0.3387978142076503
76,white_male2,ROUGE_L_F1,0.4108108108108108
76,white_male2,BERT_Precision,0.8062818050384521
76,white_male2,BERT_Recall,0.7696990370750427
76,white_male2,BERT_F1,0.7875657677650452
77,white_male2,ROUGE_1_F1,0.4793388429752067
77,white_male2,ROUGE_2_F1,0.225
77,white_male2,ROUGE_L_F1,0.36363636363636365
77,white_male2,BERT_Precision,0.6830753087997437
77,white_male2,BERT_Recall,0.7666993141174316
77,white_male2,BERT_F1,0.722475528717041
78,white_male2,ROUGE_1_F1,0.4421052631578948
78,white_male2,ROUGE_2_F1,0.10638297872340424
78,white_male2,ROUGE_L_F1,0.24210526315789477
78,white_male2,BERT_Precision,0.6818001866340637
78,white_male2,BERT_Recall,0.7196880578994751
78,white_male2,BERT_F1,0.7002319693565369
79,white_male2,ROUGE_1_F1,0.5844748858447489
79,white_male2,ROUGE_2_F1,0.2672811059907834
79,white_male2,ROUGE_L_F1,0.4200913242009132
79,white_male2,BERT_Precision,0.743351936340332
79,white_male2,BERT_Recall,0.7581732273101807
79,white_male2,BERT_F1,0.7506893873214722
80,white_male2,ROUGE_1_F1,0.5492227979274611
80,white_male2,ROUGE_2_F1,0.2094240837696335
80,white_male2,ROUGE_L_F1,0.24870466321243523
80,white_male2,BERT_Precision,0.7545872330665588
80,white_male2,BERT_Recall,0.7376923561096191
80,white_male2,BERT_F1,0.7460442185401917
81,white_male2,ROUGE_1_F1,0.6633663366336633
81,white_male2,ROUGE_2_F1,0.42000000000000004
81,white_male2,ROUGE_L_F1,0.5544554455445544
81,white_male2,BERT_Precision,0.8294851779937744
81,white_male2,BERT_Recall,0.8684508800506592
81,white_male2,BERT_F1,0.8485209345817566
82,white_male2,ROUGE_1_F1,0.5568181818181818
82,white_male2,ROUGE_2_F1,0.21839080459770116
82,white_male2,ROUGE_L_F1,0.375
82,white_male2,BERT_Precision,0.7953510880470276
82,white_male2,BERT_Recall,0.7993578314781189
82,white_male2,BERT_F1,0.7973494529724121
83,white_male2,ROUGE_1_F1,0.5536723163841808
83,white_male2,ROUGE_2_F1,0.19428571428571428
83,white_male2,ROUGE_L_F1,0.39548022598870053
83,white_male2,BERT_Precision,0.770828902721405
83,white_male2,BERT_Recall,0.7991853952407837
83,white_male2,BERT_F1,0.7847511172294617
84,white_male2,ROUGE_1_F1,0.5666666666666667
84,white_male2,ROUGE_2_F1,0.30337078651685395
84,white_male2,ROUGE_L_F1,0.4222222222222222
84,white_male2,BERT_Precision,0.78392094373703
84,white_male2,BERT_Recall,0.779334545135498
84,white_male2,BERT_F1,0.7816210389137268
85,white_male2,ROUGE_1_F1,0.5133689839572193
85,white_male2,ROUGE_2_F1,0.18378378378378374
85,white_male2,ROUGE_L_F1,0.320855614973262
85,white_male2,BERT_Precision,0.7320309281349182
85,white_male2,BERT_Recall,0.7620616555213928
85,white_male2,BERT_F1,0.7467444539070129
86,white_male2,ROUGE_1_F1,0.6078431372549019
86,white_male2,ROUGE_2_F1,0.3465346534653465
86,white_male2,ROUGE_L_F1,0.3823529411764706
86,white_male2,BERT_Precision,0.7963318228721619
86,white_male2,BERT_Recall,0.7711251974105835
86,white_male2,BERT_F1,0.7835258841514587
87,white_male2,ROUGE_1_F1,0.5654450261780104
87,white_male2,ROUGE_2_F1,0.2751322751322751
87,white_male2,ROUGE_L_F1,0.4083769633507853
87,white_male2,BERT_Precision,0.7777210474014282
87,white_male2,BERT_Recall,0.75651615858078
87,white_male2,BERT_F1,0.7669720649719238
88,white_male2,ROUGE_1_F1,0.41237113402061853
88,white_male2,ROUGE_2_F1,0.11458333333333334
88,white_male2,ROUGE_L_F1,0.27835051546391754
88,white_male2,BERT_Precision,0.6936769485473633
88,white_male2,BERT_Recall,0.7336711287498474
88,white_male2,BERT_F1,0.7131136655807495
89,white_male2,ROUGE_1_F1,0.5728643216080402
89,white_male2,ROUGE_2_F1,0.2944162436548224
89,white_male2,ROUGE_L_F1,0.4623115577889447
89,white_male2,BERT_Precision,0.7988076210021973
89,white_male2,BERT_Recall,0.7893506288528442
89,white_male2,BERT_F1,0.7940509915351868
90,white_male2,ROUGE_1_F1,0.5806451612903226
90,white_male2,ROUGE_2_F1,0.3695652173913043
90,white_male2,ROUGE_L_F1,0.5161290322580644
90,white_male2,BERT_Precision,0.8329849243164062
90,white_male2,BERT_Recall,0.7953717112541199
90,white_male2,BERT_F1,0.8137438297271729
91,white_male2,ROUGE_1_F1,0.5373134328358209
91,white_male2,ROUGE_2_F1,0.1407035175879397
91,white_male2,ROUGE_L_F1,0.29850746268656714
91,white_male2,BERT_Precision,0.7167350649833679
91,white_male2,BERT_Recall,0.7284129858016968
91,white_male2,BERT_F1,0.7225268483161926
92,white_male2,ROUGE_1_F1,0.595959595959596
92,white_male2,ROUGE_2_F1,0.24489795918367346
92,white_male2,ROUGE_L_F1,0.31313131313131315
92,white_male2,BERT_Precision,0.7786976099014282
92,white_male2,BERT_Recall,0.7648214101791382
92,white_male2,BERT_F1,0.7716971635818481
93,white_male2,ROUGE_1_F1,0.45555555555555555
93,white_male2,ROUGE_2_F1,0.1348314606741573
